PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25,PAAC26,PAAC27,PAAC28,PAAC29,PAAC30,id,label
5.293,1.868,1.401,1.712,0.467,3.269,1.557,5.604,1.557,4.359,4.204,3.581,0.934,1.401,1.868,3.269,2.335,0.156,2.024,4.359,4.845,5.25,4.748,4.756,5.027,4.82,4.976,4.761,4.643,4.955,Positive_1145,1
2.808,2.106,1.638,1.404,0.936,3.978,1.17,2.34,0.702,2.34,5.147,5.615,0.234,3.744,3.51,3.276,1.17,0.702,1.404,4.679,5.215,4.702,4.927,5.337,4.932,5.342,4.817,5.086,5.687,5.056,Positive_668,1
3.907,4.093,1.116,1.674,0.93,3.349,2.418,2.791,1.674,0.93,7.814,1.116,0.93,1.674,8.0,3.349,3.721,0.372,0.558,2.791,4.954,4.634,4.571,4.509,4.658,4.629,4.65,5.002,4.632,4.552,Negative_1244,0
4.428,5.21,2.084,0.521,1.042,4.428,1.563,2.084,1.303,1.303,3.386,1.563,1.042,1.824,2.605,3.647,2.084,1.303,0.782,4.689,5.268,5.782,5.395,5.362,5.189,5.186,5.196,5.836,4.83,5.067,Negative_821,0
3.575,3.128,2.793,2.57,0.782,2.458,1.787,2.346,0.894,3.687,4.804,2.793,2.123,3.352,2.681,3.687,2.458,0.894,2.011,2.234,5.106,4.799,4.738,4.866,4.746,4.666,4.924,5.093,4.904,5.103,Positive_1080,1
2.396,2.114,2.185,3.805,0.493,6.836,1.762,2.255,0.845,3.524,4.369,5.638,1.409,1.762,1.48,2.96,3.03,0.282,1.762,2.678,4.588,5.161,4.632,4.733,5.024,4.996,4.754,4.728,4.872,4.926,Positive_524,1
3.258,1.725,2.683,2.172,1.086,3.833,2.108,3.577,1.597,3.194,4.663,2.619,1.277,2.491,4.344,5.11,2.938,0.575,1.214,3.897,4.52,4.411,4.672,4.588,4.724,4.602,4.547,4.507,4.626,4.441,Negative_1167,0
3.215,2.932,1.607,1.891,0.851,3.972,1.229,3.972,1.229,2.648,4.917,2.932,1.513,1.324,2.742,1.891,3.31,1.04,2.175,3.782,4.853,5.525,4.927,4.846,5.016,5.198,5.173,5.06,5.038,5.193,Positive_641,1
5.369,6.608,2.065,1.652,2.065,1.239,0.413,1.652,1.239,2.478,1.239,5.369,0.826,1.239,4.956,2.065,1.239,0.0,1.239,4.543,5.64,5.407,5.376,5.291,4.557,5.469,5.407,5.721,4.543,5.094,Negative_835,0
4.372,3.06,2.186,1.748,1.202,3.606,2.186,3.388,2.077,2.514,5.901,2.186,1.311,2.077,3.06,3.606,2.623,0.328,0.765,3.716,4.548,5.041,4.911,4.291,4.779,5.158,4.721,4.82,5.059,4.76,Negative_361,0
3.694,2.299,1.149,1.642,1.314,3.284,2.135,4.516,1.067,1.149,6.897,1.478,0.657,0.985,6.157,3.777,2.873,2.463,0.821,3.859,4.833,4.431,4.626,4.942,4.778,4.746,4.788,4.898,4.882,4.859,Negative_1200,0
4.169,6.254,0.0,2.085,2.085,2.085,0.0,2.085,0.0,2.085,10.422,2.085,2.085,2.085,4.169,4.169,2.085,0.0,0.0,2.085,5.291,5.0,6.056,4.505,5.068,4.322,4.99,4.378,5.301,5.06,Negative_508,0
2.75,2.375,1.75,4.063,0.313,6.625,1.437,2.125,0.625,2.563,4.313,4.875,1.187,1.938,1.437,3.312,3.187,0.563,1.5,3.25,4.861,5.39,4.838,4.652,5.082,4.934,4.984,4.836,5.144,5.092,Positive_532,1
3.6,2.191,2.191,3.678,0.157,5.008,1.878,3.913,0.469,3.287,4.069,4.774,0.861,1.8,2.113,2.191,3.834,0.157,1.017,3.991,4.875,5.044,4.908,4.46,4.872,5.023,4.836,4.86,5.085,4.857,Positive_518,1
4.47,2.554,1.916,0.319,1.277,1.597,0.958,4.47,2.554,2.873,8.94,1.916,2.873,1.916,2.873,4.47,2.235,1.277,1.277,3.193,4.716,4.851,4.495,3.939,4.843,4.603,4.832,4.373,5.048,4.341,Negative_156,0
3.454,1.727,4.857,2.051,0.864,2.591,3.238,3.13,0.971,2.807,4.857,2.051,0.54,1.511,4.318,5.29,5.721,0.864,1.943,3.994,4.071,4.065,4.417,4.497,4.264,4.307,4.437,4.443,4.21,4.508,Positive_22,1
6.581,1.519,2.531,1.012,1.012,4.556,2.531,4.556,1.519,2.025,6.581,1.012,2.531,2.025,3.543,4.556,2.025,1.012,1.012,5.568,4.097,3.814,4.262,4.06,4.478,4.423,4.53,4.79,3.69,4.152,Negative_1173,0
7.88,1.914,1.463,2.364,0.337,3.94,4.615,3.264,1.351,2.026,3.715,1.914,1.463,0.675,2.814,3.94,5.516,0.675,1.013,5.741,4.456,4.187,4.309,4.232,4.507,4.51,4.252,4.167,4.21,4.552,Negative_706,0
6.589,2.353,0.941,0.471,3.294,4.235,3.765,4.706,1.883,0.941,4.235,1.883,1.412,1.412,4.706,5.647,2.353,0.941,0.471,2.824,4.664,3.945,4.87,4.248,4.73,4.138,4.496,3.909,4.889,5.049,Negative_1276,0
5.89,4.394,1.122,1.87,0.935,1.87,1.963,4.207,0.841,0.655,5.703,2.15,1.028,1.59,4.488,2.711,1.683,0.841,1.496,4.114,4.861,5.285,4.831,5.091,5.198,5.25,5.124,4.886,4.953,4.972,Negative_1314,0
3.71,0.927,1.855,1.236,0.619,1.855,1.855,4.946,4.019,3.091,5.255,1.855,5.255,3.71,2.164,5.565,3.71,0.309,2.473,4.328,3.871,4.203,4.032,3.982,4.012,4.112,4.132,4.153,4.162,4.602,Negative_250,0
5.302,0.723,1.928,2.41,2.169,1.205,0.723,5.062,0.241,4.097,3.856,3.615,1.687,3.615,1.205,5.543,4.82,1.205,2.169,3.374,4.443,4.586,4.256,4.597,4.437,4.591,4.511,4.446,4.58,4.602,Negative_1163,0
3.562,2.151,3.831,2.89,0.807,3.696,2.218,2.823,0.605,3.428,4.436,3.629,1.143,1.882,1.68,3.159,2.487,1.008,2.285,2.688,4.905,5.179,5.063,4.713,5.157,4.995,4.748,4.937,4.879,5.016,Positive_210,1
3.894,2.336,2.336,2.336,2.336,3.115,2.336,1.557,2.336,0.0,5.451,8.566,1.557,0.779,5.451,1.557,3.115,0.779,0.779,2.336,4.144,4.184,3.826,4.724,4.84,4.642,4.708,5.386,5.531,5.06,Negative_986,0
3.732,6.635,1.659,0.415,0.415,0.829,2.074,4.147,1.659,0.415,4.562,1.659,0.415,1.659,2.903,2.488,4.976,1.244,1.244,2.074,5.594,5.214,5.915,5.472,5.481,5.693,4.972,5.124,5.965,5.366,Negative_274,0
5.76,3.072,1.728,1.536,1.344,1.344,1.344,4.416,1.92,2.496,6.144,0.96,0.96,2.496,3.84,4.8,2.112,1.536,1.152,4.224,4.332,4.656,4.741,4.167,4.733,4.542,4.938,5.004,4.866,4.84,Negative_1097,0
3.329,3.528,1.342,1.789,1.491,3.826,2.583,3.677,1.689,2.335,4.571,4.074,1.043,1.193,3.726,4.024,2.385,1.043,0.745,2.484,4.719,5.075,4.861,4.831,4.866,5.024,4.922,4.874,4.963,4.991,Negative_781,0
3.828,2.297,2.297,2.68,1.149,4.02,3.254,1.723,1.34,3.063,6.317,3.254,0.766,0.957,2.489,5.36,2.106,1.149,0.766,3.637,4.967,4.81,4.823,4.569,4.849,4.92,4.621,4.17,4.891,4.928,Positive_334,1
4.46,2.882,1.853,2.745,0.755,3.225,1.784,3.705,1.098,2.951,4.048,3.087,1.578,1.578,1.853,3.636,2.264,0.481,1.235,4.734,5.135,5.29,4.993,4.86,5.082,5.045,4.7,5.152,4.753,5.04,Positive_294,1
2.83,1.886,2.305,2.41,1.362,2.935,1.258,2.096,0.734,4.192,6.498,3.04,1.467,2.41,3.04,4.192,2.83,1.153,2.41,3.878,4.938,4.734,4.679,4.47,4.538,4.676,4.562,4.911,4.925,4.642,Positive_813,1
2.889,3.333,1.333,1.333,1.333,2.666,4.0,4.222,1.777,2.0,7.11,0.444,0.444,2.889,2.0,4.222,4.222,0.889,1.777,4.0,4.699,4.717,4.516,4.535,4.86,4.609,4.902,4.873,4.791,4.612,Negative_382,0
3.469,4.387,0.51,2.652,1.428,2.448,1.633,4.081,1.224,0.816,4.897,1.734,1.02,2.04,4.183,4.387,1.836,1.122,1.531,2.958,5.14,5.126,4.976,5.189,5.16,5.305,5.285,5.119,5.169,5.174,Negative_120,0
5.712,4.98,0.146,1.611,0.293,5.858,4.687,2.636,0.293,0.293,6.005,1.904,1.172,0.586,1.172,2.05,1.757,1.172,0.586,3.515,5.984,5.153,5.478,4.733,5.539,5.578,4.777,5.153,5.239,5.938,Positive_523,1
4.829,3.371,0.739,2.11,1.305,4.959,2.74,4.328,0.935,1.131,4.72,2.566,0.848,1.131,4.394,4.763,2.284,1.0,0.652,2.675,4.878,4.824,4.7,4.893,4.881,4.945,4.909,4.646,4.932,4.909,Negative_436,0
5.172,4.114,0.705,2.233,0.823,4.231,2.586,4.231,0.588,0.94,4.231,1.763,0.353,1.998,5.054,3.173,1.998,0.705,1.528,1.998,4.99,5.317,5.143,5.046,5.462,5.08,4.688,5.472,5.157,5.22,Negative_362,0
6.286,0.629,0.629,2.514,1.257,3.143,3.772,4.4,1.886,0.629,6.286,0.629,2.514,4.4,6.286,1.886,1.886,1.257,3.143,2.514,4.296,4.335,3.888,4.131,4.822,4.296,4.811,4.394,4.545,4.54,Negative_733,0
3.347,2.391,1.912,1.912,0.598,4.184,2.032,3.706,1.195,3.227,4.064,3.945,1.076,1.793,2.391,2.869,2.152,0.598,2.271,3.586,5.189,5.016,5.312,4.849,4.967,5.041,5.334,4.728,4.696,5.617,Positive_423,1
3.836,1.953,2.301,2.72,1.325,2.93,2.441,3.139,1.744,3.487,4.882,3.418,1.186,2.65,1.813,4.255,2.301,0.628,1.395,3.418,4.687,5.257,4.921,4.669,4.698,4.812,5.016,4.397,4.807,4.913,Positive_288,1
2.99,1.962,2.461,3.675,0.53,3.924,1.713,3.27,0.81,2.523,3.831,5.824,1.059,2.242,2.274,3.582,2.741,0.592,1.433,3.208,4.803,4.983,4.841,4.826,4.912,5.087,5.003,5.034,4.836,5.036,Positive_1142,1
9.618,7.087,0.506,0.506,2.531,0.506,1.519,3.543,1.012,0.0,6.581,0.506,1.012,0.0,4.049,2.025,1.519,2.025,0.506,1.012,4.927,4.973,5.641,4.996,4.784,5.541,5.898,6.246,5.627,5.304,Negative_502,0
5.155,0.937,0.937,1.875,0.469,1.406,2.812,3.75,0.0,1.875,4.687,5.155,1.875,2.343,4.218,3.28,4.687,0.469,4.218,3.28,4.429,4.923,4.768,4.792,4.392,4.611,4.918,4.654,4.362,4.723,Negative_258,0
2.163,2.524,3.966,2.884,0.0,4.687,0.721,3.605,0.361,2.524,3.605,5.047,1.082,2.884,0.0,1.803,3.605,0.721,1.442,3.966,5.532,5.946,5.256,5.261,5.285,4.59,5.644,4.776,4.614,5.508,Positive_1051,1
0.0,1.585,0.793,0.793,7.132,0.793,0.0,15.849,1.585,0.0,1.585,0.0,0.793,1.585,0.0,4.755,0.0,0.0,11.887,0.0,6.034,4.825,5.763,4.407,4.783,5.272,4.889,5.041,5.663,4.191,Negative_575,0
4.217,6.627,1.506,1.205,1.506,1.807,2.711,4.217,0.904,1.205,3.615,1.205,0.602,0.602,3.916,3.615,1.506,1.506,0.904,1.506,5.292,5.619,5.541,5.86,4.811,5.952,5.444,5.341,5.664,5.592,Negative_373,0
7.423,4.454,0.0,2.375,1.188,2.672,1.484,5.641,0.594,0.89,6.829,1.188,0.297,0.594,8.313,3.266,3.266,0.594,0.0,3.563,4.207,4.362,3.933,4.51,4.256,4.614,4.701,5.029,4.786,4.971,Negative_1259,0
2.643,3.7,3.436,2.115,1.322,3.436,2.379,2.115,1.057,2.115,5.815,3.7,1.85,2.115,2.907,5.286,2.379,0.264,1.057,2.115,5.002,5.499,4.543,4.587,4.662,4.903,4.852,4.323,4.764,5.059,Negative_812,0
3.556,3.2,1.659,1.778,1.185,3.2,2.726,2.845,1.422,2.608,5.452,2.845,1.304,1.422,3.318,3.556,2.726,0.948,1.659,2.726,4.65,5.222,4.943,4.708,5.171,5.169,5.076,4.858,4.79,5.277,Negative_490,0
1.816,3.026,1.21,0.605,13.921,1.21,4.842,8.474,3.026,0.605,1.816,3.026,0.605,0.605,11.5,9.079,0.605,0.0,0.0,0.605,2.846,3.063,3.775,2.949,3.522,3.456,3.469,2.756,3.898,3.685,Negative_1093,0
4.74,3.333,0.963,2.148,1.407,2.222,2.074,4.814,0.963,1.333,7.628,1.185,1.259,1.777,3.481,2.148,2.592,1.259,1.185,4.592,5.182,4.921,4.778,5.033,4.837,4.755,4.809,4.778,4.798,5.008,Negative_848,0
3.994,4.624,0.42,1.051,1.681,1.051,2.733,3.994,2.312,1.261,3.363,4.835,0.42,0.841,2.733,3.994,3.783,1.051,0.841,3.573,5.132,5.756,5.246,4.936,4.855,5.278,4.982,5.139,5.169,4.953,Negative_494,0
2.278,1.367,1.595,2.051,0.683,3.417,1.595,4.101,0.683,2.734,4.557,3.19,0.683,3.646,2.506,5.24,3.19,1.367,1.822,4.329,4.889,4.532,5.06,4.848,5.195,5.254,4.823,4.922,4.907,4.532,Positive_461,1
4.256,2.87,2.276,1.584,1.682,2.573,1.682,1.979,0.792,2.771,5.147,3.761,1.089,1.682,2.969,4.058,4.256,1.287,2.177,3.761,4.434,4.7,4.721,4.534,4.597,4.918,5.021,4.592,4.816,5.01,Positive_46,1
4.295,2.481,2.577,2.673,0.573,3.532,1.241,5.154,1.336,2.481,4.39,2.577,1.718,2.1,2.195,1.813,2.481,0.382,1.622,4.295,4.977,5.081,4.929,5.022,5.086,4.822,5.116,5.062,5.151,4.837,Positive_590,1
3.566,3.671,1.154,2.307,1.049,3.88,1.573,2.832,1.993,1.573,5.348,2.098,0.944,1.678,2.412,3.356,1.363,1.363,1.783,3.356,5.077,5.401,5.479,5.118,5.297,4.794,5.73,5.248,5.389,5.17,Positive_919,1
4.718,1.381,1.151,2.532,2.071,3.452,1.726,4.373,1.611,2.647,5.179,2.877,1.381,2.532,2.416,4.028,2.186,0.69,1.381,4.603,4.724,5.002,4.841,4.579,4.865,4.645,4.687,4.637,4.56,4.523,Positive_90,1
4.252,2.677,2.598,3.465,0.787,2.756,1.575,4.803,1.496,1.89,4.016,2.756,1.417,1.732,1.811,3.307,3.071,1.102,1.732,2.992,4.81,4.989,4.901,4.901,5.042,4.971,5.119,4.828,5.165,5.034,Positive_619,1
5.248,2.249,1.285,1.178,1.606,1.499,2.142,4.82,0.964,2.57,7.711,1.071,1.713,3.749,3.106,4.391,2.57,1.392,1.285,3.535,4.257,4.646,4.797,4.413,4.614,4.651,4.603,4.846,4.354,4.733,Positive_72,1
3.43,2.894,1.822,2.572,0.536,2.894,2.143,5.788,1.179,2.787,4.18,3.108,0.858,1.929,1.929,1.929,2.787,0.75,1.286,4.18,5.256,5.119,4.954,5.172,5.452,5.229,4.531,5.062,5.351,4.893,Positive_655,1
2.112,0.704,2.112,0.0,2.112,0.704,1.408,4.224,1.408,4.929,7.745,2.112,2.112,4.224,4.929,1.408,2.816,3.52,2.816,5.633,4.078,4.192,4.269,4.043,4.428,4.58,4.528,4.528,4.654,3.67,Negative_1009,0
