_PolarizabilityC1,_PolarizabilityC2,_PolarizabilityC3,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeC1,_ChargeC2,_ChargeC3,_PolarityC1,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_HydrophobicityC3,_PolarizabilityT12,_PolarizabilityT13,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SolventAccessibilityT23,_SecondaryStrT12,_SecondaryStrT13,_SecondaryStrT23,_ChargeT12,_ChargeT13,_ChargeT23,_PolarityT12,_PolarityT13,_PolarityT23,_NormalizedVDWVT12,_NormalizedVDWVT13,_NormalizedVDWVT23,_HydrophobicityT12,_HydrophobicityT13,_HydrophobicityT23,_PolarizabilityD1001,_PolarizabilityD1025,_PolarizabilityD1050,_PolarizabilityD1075,_PolarizabilityD1100,_PolarizabilityD2001,_PolarizabilityD2025,_PolarizabilityD2050,_PolarizabilityD2075,_PolarizabilityD2100,_PolarizabilityD3001,_PolarizabilityD3025,_PolarizabilityD3050,_PolarizabilityD3075,_PolarizabilityD3100,_SolventAccessibilityD1001,_SolventAccessibilityD1025,_SolventAccessibilityD1050,_SolventAccessibilityD1075,_SolventAccessibilityD1100,_SolventAccessibilityD2001,_SolventAccessibilityD2025,_SolventAccessibilityD2050,_SolventAccessibilityD2075,_SolventAccessibilityD2100,_SolventAccessibilityD3001,_SolventAccessibilityD3025,_SolventAccessibilityD3050,_SolventAccessibilityD3075,_SolventAccessibilityD3100,_SecondaryStrD1001,_SecondaryStrD1025,_SecondaryStrD1050,_SecondaryStrD1075,_SecondaryStrD1100,_SecondaryStrD2001,_SecondaryStrD2025,_SecondaryStrD2050,_SecondaryStrD2075,_SecondaryStrD2100,_SecondaryStrD3001,_SecondaryStrD3025,_SecondaryStrD3050,_SecondaryStrD3075,_SecondaryStrD3100,_ChargeD1001,_ChargeD1025,_ChargeD1050,_ChargeD1075,_ChargeD1100,_ChargeD2001,_ChargeD2025,_ChargeD2050,_ChargeD2075,_ChargeD2100,_ChargeD3001,_ChargeD3025,_ChargeD3050,_ChargeD3075,_ChargeD3100,_PolarityD1001,_PolarityD1025,_PolarityD1050,_PolarityD1075,_PolarityD1100,_PolarityD2001,_PolarityD2025,_PolarityD2050,_PolarityD2075,_PolarityD2100,_PolarityD3001,_PolarityD3025,_PolarityD3050,_PolarityD3075,_PolarityD3100,_NormalizedVDWVD1001,_NormalizedVDWVD1025,_NormalizedVDWVD1050,_NormalizedVDWVD1075,_NormalizedVDWVD1100,_NormalizedVDWVD2001,_NormalizedVDWVD2025,_NormalizedVDWVD2050,_NormalizedVDWVD2075,_NormalizedVDWVD2100,_NormalizedVDWVD3001,_NormalizedVDWVD3025,_NormalizedVDWVD3050,_NormalizedVDWVD3075,_NormalizedVDWVD3100,_HydrophobicityD1001,_HydrophobicityD1025,_HydrophobicityD1050,_HydrophobicityD1075,_HydrophobicityD1100,_HydrophobicityD2001,_HydrophobicityD2025,_HydrophobicityD2050,_HydrophobicityD2075,_HydrophobicityD2100,_HydrophobicityD3001,_HydrophobicityD3025,_HydrophobicityD3050,_HydrophobicityD3075,_HydrophobicityD3100,id,label
0.367,0.447,0.186,0.343,0.27,0.387,0.41,0.177,0.413,0.087,0.833,0.081,0.207,0.492,0.3,0.526,0.288,0.186,0.27,0.548,0.182,0.317,0.112,0.178,0.182,0.257,0.189,0.145,0.302,0.155,0.134,0.026,0.111,0.192,0.139,0.263,0.3,0.162,0.128,0.264,0.108,0.195,1.023,24.651,47.442,75.349,99.907,0.186,26.698,52.186,75.535,100.0,0.093,23.349,47.163,73.209,99.535,0.186,21.116,48.744,76.093,99.907,0.279,22.698,41.953,64.0,100.0,0.093,31.721,57.116,77.86,98.326,0.093,26.233,50.326,76.093,100.0,1.767,21.116,49.302,73.488,99.628,0.372,25.674,49.116,73.581,99.907,0.279,20.837,34.698,53.023,99.535,0.093,25.953,54.419,78.047,99.907,6.884,22.326,31.442,54.326,100.0,0.093,22.419,48.93,73.302,99.721,0.372,29.209,52.93,77.302,99.907,0.279,23.442,47.721,70.512,100.0,0.372,26.047,51.814,76.279,99.907,0.186,24.372,49.953,73.86,100.0,0.093,23.349,47.163,73.209,99.535,0.279,22.698,41.953,64.0,100.0,0.372,29.953,55.814,78.977,99.907,0.093,21.116,47.349,72.372,99.721,Negative_135,0
0.372,0.431,0.196,0.45,0.283,0.267,0.509,0.254,0.237,0.099,0.77,0.13,0.268,0.399,0.333,0.46,0.343,0.196,0.283,0.459,0.258,0.299,0.13,0.157,0.25,0.257,0.153,0.266,0.246,0.111,0.158,0.023,0.189,0.202,0.186,0.253,0.285,0.172,0.115,0.257,0.147,0.234,0.383,21.046,46.301,78.699,99.617,0.255,23.724,51.658,77.423,100.0,0.128,28.444,56.633,68.622,97.449,0.383,20.408,47.321,74.617,100.0,0.255,25.765,52.423,73.469,99.49,0.128,30.485,52.296,75.638,99.617,0.128,22.704,48.98,72.577,99.49,0.893,29.209,58.418,80.995,100.0,0.383,23.852,46.173,70.791,98.852,1.02,29.337,48.98,66.709,94.388,0.128,24.617,50.0,75.765,100.0,0.255,19.898,49.617,81.378,99.235,0.128,25.638,52.551,76.786,100.0,0.383,21.046,46.684,75.0,99.617,0.255,27.296,53.061,72.577,99.49,0.383,21.684,46.684,74.362,99.617,0.255,23.597,51.913,81.122,100.0,0.128,28.444,56.633,68.622,97.449,0.255,25.765,52.423,73.469,99.49,0.383,22.577,49.107,74.107,99.617,0.128,25.128,51.658,77.041,100.0,Negative_125,0
0.316,0.44,0.244,0.398,0.298,0.304,0.434,0.274,0.292,0.104,0.772,0.124,0.34,0.329,0.332,0.399,0.357,0.244,0.298,0.396,0.306,0.262,0.148,0.2,0.22,0.254,0.153,0.203,0.244,0.154,0.148,0.039,0.182,0.224,0.2,0.198,0.269,0.185,0.162,0.209,0.164,0.25,0.307,20.88,46.059,69.294,99.898,0.205,25.384,49.744,74.923,100.0,0.102,27.124,58.137,81.781,98.567,0.307,23.337,49.437,73.797,100.0,0.409,28.352,51.894,77.38,99.795,0.102,22.927,46.059,72.467,99.693,0.102,27.943,51.689,79.12,100.0,1.126,22.723,46.162,73.695,99.591,0.205,22.62,50.87,71.955,99.795,0.409,27.84,58.751,83.009,97.748,0.102,23.746,48.721,73.49,100.0,3.071,26.51,52.405,76.356,99.795,0.102,22.723,47.288,75.537,100.0,0.205,21.904,45.65,71.341,99.898,0.409,31.627,54.657,79.529,99.795,0.205,21.904,47.799,72.671,99.898,0.614,24.872,48.925,72.16,100.0,0.102,27.124,58.137,81.781,98.567,0.409,28.352,51.894,77.38,99.795,0.205,23.03,47.492,72.671,99.898,0.102,23.132,47.697,75.435,100.0,Positive_196,1
0.331,0.409,0.26,0.436,0.293,0.271,0.481,0.26,0.26,0.083,0.801,0.116,0.343,0.32,0.337,0.37,0.37,0.26,0.293,0.387,0.32,0.283,0.156,0.217,0.278,0.239,0.144,0.272,0.278,0.117,0.128,0.017,0.194,0.239,0.244,0.211,0.267,0.194,0.178,0.211,0.211,0.239,1.105,20.442,38.674,64.641,100.0,2.21,25.414,56.354,74.033,98.343,0.552,24.309,53.039,79.006,99.448,2.21,24.862,51.381,74.033,100.0,1.657,19.89,46.961,77.901,99.448,0.552,26.519,48.619,65.746,98.343,0.552,20.994,49.171,74.586,99.448,1.105,29.282,57.459,76.796,97.79,1.657,22.099,42.541,65.193,100.0,3.867,9.945,24.309,75.138,99.448,0.552,25.967,50.276,73.481,100.0,1.657,34.254,54.696,72.928,92.265,0.552,28.177,53.039,74.033,97.79,1.105,22.099,38.674,65.193,100.0,1.657,23.757,54.696,78.453,99.448,1.105,22.099,40.331,65.193,100.0,2.21,23.204,56.354,74.033,96.685,0.552,24.309,53.039,79.006,99.448,1.657,19.89,46.961,77.901,99.448,1.105,26.519,50.276,70.166,100.0,0.552,23.204,51.381,72.376,96.685,Positive_121,1
0.356,0.425,0.219,0.356,0.384,0.26,0.493,0.247,0.26,0.123,0.685,0.192,0.26,0.342,0.397,0.425,0.356,0.219,0.384,0.37,0.247,0.361,0.069,0.167,0.278,0.139,0.208,0.306,0.264,0.111,0.208,0.014,0.278,0.139,0.236,0.25,0.361,0.097,0.139,0.278,0.208,0.139,2.74,10.959,43.836,64.384,100.0,5.479,21.918,46.575,65.753,97.26,1.37,31.507,68.493,78.082,94.521,4.11,23.288,50.685,69.863,97.26,5.479,27.397,60.274,73.973,100.0,1.37,9.589,38.356,64.384,98.63,1.37,24.658,54.795,73.973,94.521,6.849,21.918,43.836,68.493,98.63,2.74,12.329,38.356,83.562,100.0,31.507,35.616,71.233,78.082,94.521,1.37,21.918,46.575,69.863,98.63,5.479,16.438,39.726,61.644,100.0,1.37,23.288,46.575,69.863,97.26,2.74,10.959,43.836,64.384,98.63,5.479,27.397,53.425,72.603,100.0,2.74,12.329,43.836,76.712,100.0,5.479,21.918,47.945,63.014,97.26,1.37,31.507,68.493,78.082,94.521,5.479,27.397,60.274,73.973,100.0,2.74,10.959,42.466,64.384,98.63,1.37,23.288,47.945,69.863,97.26,Negative_160,0
0.324,0.441,0.234,0.41,0.333,0.257,0.5,0.198,0.302,0.122,0.766,0.113,0.293,0.351,0.356,0.396,0.369,0.234,0.333,0.396,0.27,0.253,0.145,0.249,0.317,0.199,0.181,0.163,0.312,0.136,0.186,0.032,0.176,0.204,0.208,0.308,0.285,0.208,0.186,0.321,0.176,0.217,1.351,23.423,40.991,66.216,96.396,0.901,24.775,53.153,77.477,100.0,0.45,24.324,56.757,81.982,98.649,1.351,23.874,46.847,74.324,99.099,0.901,29.279,59.009,80.18,99.55,0.45,16.667,40.541,65.766,100.0,0.45,25.676,55.405,76.126,99.55,2.252,28.378,46.847,67.117,97.748,0.901,16.667,43.243,68.919,100.0,3.604,24.324,56.757,80.18,98.649,0.45,23.423,47.748,72.072,100.0,7.658,24.775,59.91,81.081,95.495,0.45,22.973,49.099,76.126,99.099,1.351,17.568,40.991,65.315,100.0,0.901,29.279,58.108,80.18,99.55,1.351,21.622,41.441,66.667,100.0,0.901,26.577,53.153,77.027,99.55,0.45,24.324,56.757,81.982,98.649,0.901,29.279,59.009,80.18,99.55,1.351,21.622,41.892,66.216,100.0,0.45,22.973,48.649,76.126,99.099,Positive_151,1
0.268,0.489,0.242,0.391,0.304,0.306,0.405,0.285,0.311,0.096,0.802,0.101,0.341,0.32,0.339,0.388,0.369,0.242,0.304,0.386,0.311,0.274,0.134,0.212,0.267,0.21,0.167,0.219,0.245,0.167,0.142,0.014,0.165,0.229,0.259,0.203,0.309,0.184,0.163,0.212,0.222,0.248,0.471,33.882,55.059,74.588,100.0,0.941,25.647,48.706,74.824,99.765,0.235,21.176,46.118,73.882,98.824,0.941,24.235,56.471,78.118,99.765,3.059,18.824,44.706,71.059,98.824,0.235,31.059,48.0,70.118,100.0,0.235,20.0,45.882,73.412,98.824,0.941,26.588,55.294,77.882,99.765,0.471,34.588,49.176,72.706,100.0,3.059,10.118,24.471,68.706,98.824,0.235,28.471,52.235,76.471,100.0,5.176,24.0,40.235,60.706,96.0,0.235,24.941,54.353,77.882,99.765,0.471,33.176,50.353,74.824,100.0,3.059,21.176,44.706,69.412,98.824,0.471,32.0,50.353,74.588,100.0,0.941,24.0,49.412,74.353,99.765,0.235,21.176,46.118,73.882,98.824,3.059,18.824,44.706,71.059,98.824,0.471,32.0,50.118,73.412,100.0,0.235,22.824,54.353,78.588,99.765,Negative_48,0
0.258,0.469,0.273,0.455,0.316,0.23,0.488,0.301,0.211,0.115,0.77,0.115,0.392,0.273,0.335,0.325,0.402,0.273,0.316,0.34,0.344,0.231,0.135,0.284,0.332,0.202,0.149,0.288,0.178,0.149,0.183,0.029,0.173,0.188,0.312,0.188,0.245,0.168,0.25,0.221,0.26,0.192,0.957,22.488,43.541,72.249,97.129,1.435,21.531,50.239,77.512,100.0,0.478,31.579,51.196,73.206,99.522,0.957,21.531,46.411,71.77,100.0,2.871,31.579,55.502,77.99,99.522,0.478,19.139,43.541,75.12,99.043,0.478,27.273,50.239,73.684,99.522,8.612,26.794,51.196,81.818,100.0,5.263,18.66,39.234,60.766,98.565,4.785,31.579,48.804,69.856,99.522,0.478,23.445,49.282,73.684,100.0,2.871,22.967,54.067,82.775,97.608,0.478,25.359,50.718,77.033,100.0,0.957,18.66,39.713,67.464,97.129,2.871,30.144,55.502,76.555,99.522,0.957,18.66,41.148,71.77,97.129,1.435,28.23,52.153,81.34,100.0,0.478,31.579,51.196,73.206,99.522,2.871,31.579,55.502,77.99,99.522,0.957,19.139,43.062,73.206,99.043,0.478,21.531,48.325,72.727,100.0,Positive_76,1
0.343,0.412,0.246,0.438,0.283,0.279,0.473,0.239,0.288,0.093,0.792,0.115,0.325,0.343,0.332,0.425,0.33,0.246,0.283,0.407,0.31,0.224,0.162,0.213,0.244,0.257,0.153,0.235,0.246,0.16,0.151,0.018,0.182,0.217,0.228,0.222,0.242,0.206,0.169,0.215,0.182,0.255,0.664,27.434,51.77,79.204,99.779,0.885,21.46,43.584,71.018,100.0,0.221,26.549,52.434,72.566,99.336,0.664,23.894,47.566,73.894,99.779,1.77,20.575,48.009,76.549,100.0,0.221,28.319,54.646,75.442,98.451,0.221,24.336,48.673,72.566,99.558,0.885,22.345,51.106,72.788,99.336,0.664,25.0,49.558,78.097,100.0,6.195,19.027,50.0,69.469,92.478,0.221,25.0,50.221,74.336,100.0,2.434,24.558,48.009,82.301,99.558,0.221,21.903,46.46,69.027,99.336,0.664,27.434,51.991,78.982,99.779,1.77,23.009,50.0,73.451,100.0,0.664,25.221,51.991,79.204,99.779,1.549,22.345,41.593,70.133,100.0,0.221,26.549,52.434,72.566,99.336,1.77,20.575,48.009,76.549,100.0,0.664,28.319,53.319,78.097,99.779,0.221,22.345,46.46,69.027,99.336,Negative_56,0
0.348,0.422,0.23,0.489,0.317,0.194,0.441,0.254,0.305,0.127,0.753,0.12,0.338,0.333,0.329,0.405,0.365,0.23,0.317,0.355,0.329,0.272,0.19,0.188,0.337,0.204,0.096,0.219,0.279,0.154,0.207,0.034,0.173,0.221,0.24,0.212,0.274,0.207,0.171,0.209,0.224,0.233,0.48,32.134,57.314,78.897,99.52,0.719,22.302,48.201,71.942,100.0,0.24,21.823,45.803,68.585,97.362,0.719,27.338,52.038,77.938,100.0,1.199,22.062,46.283,69.784,99.76,0.24,18.465,47.002,74.82,99.52,0.24,25.42,46.523,70.983,99.281,1.918,25.899,58.273,80.336,100.0,0.48,21.583,48.681,74.341,99.76,1.439,17.986,41.007,65.947,97.362,0.24,25.659,50.839,75.3,100.0,2.398,25.18,52.518,70.504,98.801,0.24,22.302,49.88,72.662,100.0,0.48,31.175,56.835,78.897,99.52,1.199,22.062,45.803,69.544,99.76,0.48,27.098,54.916,78.417,99.52,0.719,22.542,48.441,70.504,100.0,0.24,21.823,45.803,68.585,97.362,1.199,22.062,46.283,69.784,99.76,0.48,31.175,51.559,78.417,99.52,0.24,22.302,50.12,72.662,100.0,Positive_214,1
0.279,0.395,0.326,0.326,0.349,0.326,0.477,0.256,0.267,0.105,0.756,0.14,0.326,0.267,0.407,0.349,0.326,0.326,0.349,0.384,0.267,0.153,0.224,0.212,0.247,0.224,0.235,0.212,0.294,0.165,0.165,0.047,0.212,0.153,0.282,0.247,0.129,0.247,0.188,0.271,0.212,0.2,2.326,23.256,31.395,62.791,94.186,8.14,34.884,63.953,84.884,100.0,1.163,20.93,46.512,70.93,95.349,8.14,27.907,54.651,72.093,93.023,3.488,29.07,59.302,77.907,100.0,1.163,15.116,41.86,60.465,96.512,1.163,19.767,53.488,75.581,98.837,2.326,20.93,36.047,54.651,88.372,3.488,25.581,52.326,87.209,100.0,4.651,19.767,43.023,73.256,95.349,1.163,23.256,47.674,69.767,100.0,3.488,29.07,55.814,81.395,98.837,1.163,22.093,50.0,63.953,88.372,2.326,23.256,45.349,72.093,96.512,3.488,19.767,44.186,75.581,100.0,2.326,24.419,47.674,72.093,96.512,8.14,22.093,58.14,77.907,100.0,1.163,20.93,46.512,70.93,95.349,3.488,29.07,59.302,77.907,100.0,2.326,20.93,41.86,62.791,96.512,1.163,22.093,51.163,74.419,88.372,Negative_148,0
0.332,0.398,0.27,0.417,0.37,0.213,0.474,0.223,0.303,0.171,0.701,0.128,0.308,0.303,0.389,0.427,0.303,0.27,0.37,0.346,0.284,0.262,0.176,0.219,0.243,0.181,0.148,0.205,0.324,0.114,0.214,0.033,0.157,0.19,0.2,0.219,0.252,0.224,0.171,0.233,0.157,0.205,2.37,23.223,49.763,72.038,99.052,1.422,24.645,48.341,75.829,100.0,0.474,27.014,49.289,74.882,98.104,1.422,20.379,55.45,77.251,100.0,0.948,29.858,49.289,74.882,98.104,0.474,20.853,37.441,69.194,96.682,0.474,21.801,45.498,72.038,98.104,1.896,28.91,60.664,80.569,100.0,2.37,24.171,48.341,74.408,99.052,0.948,35.071,50.237,76.303,98.104,0.474,22.749,49.763,73.934,100.0,2.37,26.066,42.654,72.512,91.469,0.474,22.275,58.294,80.095,100.0,3.791,18.483,45.498,69.194,99.052,0.948,29.858,50.237,76.303,98.104,2.37,21.801,47.393,72.038,99.526,1.422,28.436,54.502,75.829,100.0,0.474,27.014,49.289,74.882,98.104,0.948,29.858,49.289,74.882,98.104,3.791,20.379,46.445,69.668,99.052,0.474,21.327,56.872,80.569,100.0,Positive_100,1
0.362,0.421,0.218,0.48,0.256,0.264,0.437,0.278,0.285,0.097,0.815,0.088,0.357,0.36,0.283,0.447,0.335,0.218,0.256,0.411,0.333,0.285,0.166,0.177,0.245,0.252,0.13,0.249,0.271,0.153,0.156,0.021,0.14,0.241,0.199,0.2,0.281,0.191,0.151,0.203,0.171,0.252,0.726,27.57,53.809,77.751,99.879,0.242,20.073,44.498,71.221,100.0,0.121,28.416,54.776,77.267,99.637,0.846,23.821,47.279,73.398,99.879,0.242,23.337,51.391,75.695,100.0,0.121,25.756,53.567,76.3,98.67,0.121,26.36,50.907,75.091,100.0,0.846,23.579,49.819,76.3,99.637,0.363,24.547,49.335,72.672,99.033,2.66,30.593,53.688,76.542,99.154,0.121,24.788,49.577,74.607,99.879,0.242,18.38,40.871,73.881,100.0,0.121,20.919,44.861,72.793,99.758,0.484,29.867,54.655,76.3,99.879,0.242,22.975,51.632,76.542,100.0,0.484,27.328,52.358,76.179,99.879,0.242,19.226,42.684,71.221,100.0,0.121,28.416,54.776,77.267,99.637,0.242,23.337,51.391,75.695,100.0,0.484,29.141,55.381,78.839,99.879,0.121,20.193,43.41,71.584,99.758,Negative_223,0
0.342,0.455,0.204,0.444,0.301,0.255,0.502,0.234,0.264,0.083,0.802,0.115,0.332,0.333,0.335,0.401,0.396,0.204,0.301,0.389,0.31,0.303,0.131,0.181,0.245,0.21,0.163,0.237,0.255,0.122,0.14,0.014,0.186,0.223,0.228,0.205,0.31,0.146,0.165,0.218,0.19,0.228,0.256,22.919,49.168,79.641,99.872,0.512,26.376,51.088,72.855,100.0,0.128,23.816,48.143,74.904,99.488,0.256,29.706,51.601,74.264,100.0,0.512,20.871,49.552,75.032,99.872,0.128,22.535,45.455,76.184,99.744,0.128,23.816,49.424,73.88,100.0,0.384,25.736,47.503,71.703,99.744,0.768,25.096,52.625,82.971,99.872,2.305,25.608,48.143,69.398,91.805,0.128,25.736,49.168,73.88,100.0,0.768,18.438,56.978,83.099,99.872,0.128,29.321,49.296,72.983,100.0,0.256,24.584,49.808,77.593,99.744,0.512,21.639,50.448,74.904,99.872,0.256,24.456,50.32,79.257,99.872,0.512,25.992,49.296,71.959,100.0,0.128,23.816,48.143,74.904,99.488,0.512,20.871,49.552,75.032,99.872,0.256,25.096,50.192,78.617,99.744,0.128,29.321,49.296,72.215,100.0,Positive_38,1
0.289,0.383,0.328,0.348,0.336,0.316,0.49,0.256,0.254,0.164,0.721,0.114,0.286,0.303,0.41,0.381,0.291,0.328,0.336,0.418,0.246,0.219,0.19,0.284,0.237,0.217,0.209,0.294,0.239,0.16,0.247,0.04,0.17,0.192,0.259,0.227,0.219,0.244,0.229,0.287,0.16,0.222,0.498,17.662,47.512,74.129,98.756,1.741,22.388,48.01,72.388,99.502,0.249,30.348,53.483,77.612,100.0,0.498,17.91,46.766,73.632,98.756,1.99,26.617,49.005,73.134,100.0,0.249,29.104,53.98,76.617,99.751,0.249,24.378,47.264,72.388,100.0,3.731,25.373,51.244,74.378,99.751,2.488,22.637,52.736,75.622,99.502,1.99,29.851,55.473,77.114,100.0,0.249,22.637,49.502,74.876,99.751,4.478,19.403,44.527,66.169,93.781,0.249,21.891,48.259,74.378,99.751,0.498,20.149,47.761,73.632,99.502,1.99,27.861,50.746,75.622,100.0,0.498,20.647,47.761,73.632,99.502,1.741,19.652,45.274,70.398,98.01,0.249,30.348,53.483,77.612,100.0,1.99,26.617,49.005,73.134,100.0,0.498,25.124,50.249,75.373,99.751,0.249,18.159,48.259,74.876,99.005,Negative_235,0
0.265,0.494,0.241,0.542,0.241,0.217,0.542,0.277,0.181,0.12,0.819,0.06,0.446,0.289,0.265,0.373,0.386,0.241,0.241,0.325,0.434,0.305,0.085,0.183,0.268,0.268,0.11,0.244,0.171,0.098,0.159,0.0,0.122,0.28,0.244,0.159,0.354,0.11,0.159,0.159,0.22,0.305,4.819,25.301,46.988,68.675,96.386,3.614,19.277,42.169,62.651,92.771,1.205,24.096,75.904,89.157,100.0,3.614,19.277,40.964,66.265,98.795,2.41,51.807,71.084,86.747,100.0,1.205,13.253,38.554,63.855,96.386,1.205,22.892,53.012,72.289,100.0,6.024,19.277,38.554,74.699,98.795,4.819,30.12,51.807,63.855,96.386,2.41,57.831,86.747,89.157,100.0,1.205,21.687,43.373,67.47,98.795,36.145,36.145,46.988,65.06,80.723,1.205,14.458,37.349,59.036,98.795,4.819,30.12,48.193,66.265,96.386,2.41,46.988,71.084,81.928,100.0,4.819,22.892,45.783,66.265,96.386,3.614,21.687,44.578,65.06,92.771,1.205,24.096,75.904,89.157,100.0,2.41,51.807,71.084,86.747,100.0,4.819,24.096,45.783,66.265,96.386,1.205,14.458,39.759,67.47,98.795,Negative_137,0
0.337,0.488,0.175,0.515,0.169,0.316,0.35,0.322,0.328,0.052,0.893,0.055,0.399,0.423,0.178,0.488,0.337,0.175,0.169,0.488,0.344,0.354,0.108,0.16,0.148,0.308,0.111,0.234,0.225,0.191,0.074,0.006,0.098,0.335,0.148,0.123,0.329,0.154,0.114,0.138,0.12,0.332,2.147,22.699,51.227,76.38,99.693,0.613,23.926,50.613,75.46,100.0,0.307,25.153,44.479,67.485,99.387,1.534,22.086,44.172,66.258,99.693,0.613,24.54,46.012,69.939,98.16,0.307,36.196,61.043,85.89,100.0,0.307,25.153,51.227,71.779,99.693,1.534,23.006,42.025,63.804,99.387,0.92,23.313,56.748,85.89,100.0,6.135,7.055,35.89,47.853,98.16,0.307,25.46,51.227,75.46,100.0,3.988,24.233,45.399,57.669,97.853,0.307,22.393,44.172,64.724,99.387,0.92,26.994,60.736,84.049,100.0,0.613,24.847,46.012,68.098,98.16,0.92,30.368,53.988,82.515,100.0,0.613,21.472,42.638,65.031,97.853,0.307,25.153,44.479,67.485,99.387,0.613,24.54,46.012,69.939,98.16,0.92,30.061,56.442,82.515,100.0,0.307,21.472,41.104,63.804,96.626,Negative_224,0
0.33,0.48,0.19,0.404,0.251,0.345,0.418,0.173,0.409,0.088,0.822,0.091,0.254,0.477,0.269,0.544,0.266,0.19,0.251,0.52,0.228,0.258,0.12,0.194,0.194,0.282,0.15,0.167,0.305,0.126,0.15,0.021,0.141,0.217,0.132,0.235,0.279,0.194,0.12,0.235,0.109,0.229,0.585,26.901,46.491,72.222,100.0,1.754,26.608,56.433,79.532,99.415,0.292,11.404,41.813,63.45,92.69,0.585,22.515,44.152,66.374,96.491,0.877,16.667,41.228,71.345,100.0,0.292,36.257,62.573,80.702,99.708,0.292,17.836,38.889,66.374,99.415,1.754,12.573,50.0,70.175,95.614,0.877,37.427,61.111,80.409,100.0,1.17,8.48,21.93,43.567,92.69,0.292,26.901,51.754,76.023,99.708,0.877,19.298,51.462,92.398,100.0,0.292,16.082,52.924,73.099,95.906,0.585,29.532,49.708,77.485,99.708,0.877,16.667,41.813,71.345,100.0,0.585,28.947,50.292,77.485,100.0,1.754,19.298,51.754,77.193,99.415,0.292,11.404,41.813,63.45,92.69,0.877,16.667,41.228,71.345,100.0,0.585,29.825,50.877,76.608,99.708,0.292,14.62,51.17,70.175,95.906,Negative_174,0
0.333,0.407,0.259,0.315,0.333,0.352,0.509,0.157,0.333,0.139,0.778,0.083,0.231,0.407,0.361,0.444,0.296,0.259,0.333,0.463,0.204,0.28,0.187,0.15,0.262,0.187,0.224,0.084,0.402,0.103,0.224,0.019,0.15,0.187,0.178,0.28,0.29,0.234,0.103,0.327,0.159,0.15,1.852,25.0,37.963,72.222,97.222,3.704,22.222,50.0,69.444,98.148,0.926,24.074,61.111,77.778,100.0,1.852,12.037,26.852,58.333,94.444,7.407,34.259,48.148,72.222,99.074,0.926,35.185,60.185,75.926,100.0,0.926,16.667,39.815,70.37,100.0,4.63,23.148,61.111,73.148,87.037,3.704,36.111,53.704,79.63,98.148,7.407,14.815,46.296,66.667,99.074,0.926,23.148,49.074,74.074,100.0,19.444,34.259,59.259,72.222,96.296,0.926,16.667,31.481,75.926,88.889,1.852,26.852,45.37,64.815,98.148,7.407,34.259,51.852,72.222,100.0,1.852,26.852,49.074,72.222,98.148,5.556,21.296,43.519,69.444,96.296,0.926,24.074,61.111,77.778,100.0,7.407,34.259,48.148,72.222,99.074,1.852,27.778,50.926,73.148,100.0,0.926,13.889,29.63,77.778,88.889,Positive_2,1
0.323,0.485,0.192,0.438,0.268,0.294,0.478,0.23,0.292,0.095,0.816,0.088,0.323,0.381,0.296,0.454,0.354,0.192,0.268,0.425,0.308,0.322,0.109,0.18,0.217,0.239,0.157,0.226,0.239,0.137,0.142,0.016,0.135,0.239,0.188,0.213,0.315,0.16,0.129,0.222,0.153,0.266,1.327,25.885,48.009,70.133,99.558,0.664,24.336,53.097,77.434,99.779,0.221,22.124,46.903,80.752,100.0,0.664,21.681,42.699,67.035,99.558,0.442,26.991,49.779,80.531,100.0,0.221,28.54,62.389,79.204,99.336,0.221,26.991,50.442,74.779,100.0,0.664,20.133,41.814,69.248,96.903,1.106,26.549,55.31,78.761,94.912,0.442,19.248,49.779,86.283,100.0,0.221,25.442,50.885,74.336,99.779,4.425,17.699,42.478,63.053,98.673,0.221,21.239,42.257,68.142,99.336,1.106,26.77,58.407,76.991,99.558,0.442,25.664,49.779,78.982,100.0,1.106,25.0,50.221,74.336,99.558,0.664,25.221,49.115,72.345,99.779,0.221,22.124,46.903,80.752,100.0,0.442,26.991,49.779,80.531,100.0,1.106,26.77,57.08,76.77,99.558,0.221,18.584,42.257,68.142,99.336,Negative_119,0
