_PolarizabilityC1,_PolarizabilityC2,_PolarizabilityC3,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeC1,_ChargeC2,_ChargeC3,_PolarityC1,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_HydrophobicityC3,_PolarizabilityT12,_PolarizabilityT13,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SolventAccessibilityT23,_SecondaryStrT12,_SecondaryStrT13,_SecondaryStrT23,_ChargeT12,_ChargeT13,_ChargeT23,_PolarityT12,_PolarityT13,_PolarityT23,_NormalizedVDWVT12,_NormalizedVDWVT13,_NormalizedVDWVT23,_HydrophobicityT12,_HydrophobicityT13,_HydrophobicityT23,_PolarizabilityD1001,_PolarizabilityD1025,_PolarizabilityD1050,_PolarizabilityD1075,_PolarizabilityD1100,_PolarizabilityD2001,_PolarizabilityD2025,_PolarizabilityD2050,_PolarizabilityD2075,_PolarizabilityD2100,_PolarizabilityD3001,_PolarizabilityD3025,_PolarizabilityD3050,_PolarizabilityD3075,_PolarizabilityD3100,_SolventAccessibilityD1001,_SolventAccessibilityD1025,_SolventAccessibilityD1050,_SolventAccessibilityD1075,_SolventAccessibilityD1100,_SolventAccessibilityD2001,_SolventAccessibilityD2025,_SolventAccessibilityD2050,_SolventAccessibilityD2075,_SolventAccessibilityD2100,_SolventAccessibilityD3001,_SolventAccessibilityD3025,_SolventAccessibilityD3050,_SolventAccessibilityD3075,_SolventAccessibilityD3100,_SecondaryStrD1001,_SecondaryStrD1025,_SecondaryStrD1050,_SecondaryStrD1075,_SecondaryStrD1100,_SecondaryStrD2001,_SecondaryStrD2025,_SecondaryStrD2050,_SecondaryStrD2075,_SecondaryStrD2100,_SecondaryStrD3001,_SecondaryStrD3025,_SecondaryStrD3050,_SecondaryStrD3075,_SecondaryStrD3100,_ChargeD1001,_ChargeD1025,_ChargeD1050,_ChargeD1075,_ChargeD1100,_ChargeD2001,_ChargeD2025,_ChargeD2050,_ChargeD2075,_ChargeD2100,_ChargeD3001,_ChargeD3025,_ChargeD3050,_ChargeD3075,_ChargeD3100,_PolarityD1001,_PolarityD1025,_PolarityD1050,_PolarityD1075,_PolarityD1100,_PolarityD2001,_PolarityD2025,_PolarityD2050,_PolarityD2075,_PolarityD2100,_PolarityD3001,_PolarityD3025,_PolarityD3050,_PolarityD3075,_PolarityD3100,_NormalizedVDWVD1001,_NormalizedVDWVD1025,_NormalizedVDWVD1050,_NormalizedVDWVD1075,_NormalizedVDWVD1100,_NormalizedVDWVD2001,_NormalizedVDWVD2025,_NormalizedVDWVD2050,_NormalizedVDWVD2075,_NormalizedVDWVD2100,_NormalizedVDWVD3001,_NormalizedVDWVD3025,_NormalizedVDWVD3050,_NormalizedVDWVD3075,_NormalizedVDWVD3100,_HydrophobicityD1001,_HydrophobicityD1025,_HydrophobicityD1050,_HydrophobicityD1075,_HydrophobicityD1100,_HydrophobicityD2001,_HydrophobicityD2025,_HydrophobicityD2050,_HydrophobicityD2075,_HydrophobicityD2100,_HydrophobicityD3001,_HydrophobicityD3025,_HydrophobicityD3050,_HydrophobicityD3075,_HydrophobicityD3100,id,label
0.308,0.43,0.262,0.436,0.326,0.238,0.459,0.233,0.308,0.11,0.727,0.163,0.331,0.302,0.366,0.378,0.36,0.262,0.326,0.366,0.308,0.24,0.146,0.211,0.257,0.216,0.164,0.211,0.281,0.117,0.164,0.023,0.199,0.175,0.199,0.246,0.234,0.199,0.158,0.269,0.152,0.222,1.744,19.186,39.535,63.953,98.837,1.163,31.977,54.651,75.0,100.0,0.581,23.256,44.186,79.651,97.093,4.07,18.023,38.953,68.023,100.0,1.163,36.628,58.721,84.302,99.419,0.581,22.674,48.256,70.349,97.093,0.581,25.581,47.093,83.721,100.0,1.744,23.256,47.674,74.419,94.767,2.907,20.349,51.163,69.767,98.837,2.326,23.837,42.442,80.233,96.512,0.581,21.512,45.93,72.674,100.0,1.163,45.349,57.558,76.163,99.419,0.581,19.767,44.186,68.605,100.0,1.744,19.186,41.279,69.767,94.186,1.163,27.907,56.977,80.233,99.419,1.744,20.349,41.279,65.698,98.837,1.163,28.488,54.651,76.163,100.0,0.581,23.256,44.186,79.651,97.093,1.163,36.628,58.721,84.302,99.419,1.744,20.349,43.023,70.93,97.093,0.581,17.442,40.116,67.442,100.0,Positive_662,1
0.298,0.431,0.271,0.41,0.357,0.233,0.469,0.268,0.263,0.142,0.714,0.145,0.357,0.277,0.366,0.357,0.372,0.271,0.357,0.324,0.319,0.299,0.139,0.254,0.302,0.195,0.16,0.225,0.228,0.154,0.216,0.033,0.175,0.201,0.281,0.198,0.293,0.172,0.222,0.228,0.234,0.231,0.59,23.304,50.442,73.156,99.41,0.885,26.549,49.263,76.106,100.0,0.295,21.534,46.608,72.271,99.705,0.59,24.189,50.442,70.796,98.525,1.475,23.009,51.917,79.056,99.115,0.295,25.074,45.428,73.156,100.0,0.295,23.009,46.608,78.761,99.705,0.885,24.779,49.263,71.976,99.41,3.245,26.549,51.032,72.861,100.0,2.36,23.009,46.608,79.056,98.23,0.295,24.779,48.378,73.156,100.0,2.95,22.419,57.522,76.401,97.345,0.295,27.434,50.147,73.451,99.705,0.59,23.599,47.493,68.142,100.0,1.475,22.419,51.917,79.351,99.115,0.59,24.484,49.558,72.861,100.0,0.885,26.254,51.917,76.401,99.115,0.295,21.534,46.608,72.271,99.705,1.475,23.009,51.917,79.056,99.115,0.59,23.304,46.903,71.681,100.0,0.295,27.434,52.507,74.336,99.705,Positive_971,1
0.337,0.48,0.183,0.47,0.396,0.134,0.614,0.099,0.287,0.139,0.688,0.173,0.257,0.342,0.401,0.416,0.401,0.183,0.396,0.347,0.257,0.284,0.09,0.234,0.338,0.129,0.065,0.104,0.249,0.065,0.189,0.05,0.204,0.159,0.234,0.179,0.244,0.109,0.214,0.174,0.229,0.164,1.485,35.644,67.327,86.139,100.0,0.99,24.257,44.059,69.307,99.01,0.495,20.792,37.129,50.0,87.129,1.485,24.257,53.465,75.248,98.02,0.99,21.782,38.614,61.386,100.0,0.495,42.574,81.188,91.089,99.01,0.495,18.317,38.119,62.871,97.525,5.941,29.703,50.0,69.802,98.02,2.97,45.05,77.228,89.109,100.0,10.396,20.792,37.129,52.97,87.129,0.495,27.228,53.96,79.208,99.01,0.99,10.891,39.109,65.842,100.0,0.495,22.772,41.584,67.822,98.02,1.485,42.574,74.257,84.653,99.01,0.99,21.782,37.624,60.396,100.0,1.485,42.079,74.257,86.634,100.0,0.99,20.297,36.634,63.366,97.03,0.495,20.792,37.129,50.0,87.129,0.99,21.782,38.614,61.386,100.0,1.485,35.644,74.257,84.653,99.01,0.495,22.772,41.584,67.822,98.02,Negative_355,0
0.336,0.415,0.248,0.479,0.267,0.255,0.485,0.252,0.264,0.106,0.779,0.115,0.358,0.348,0.294,0.427,0.324,0.248,0.267,0.412,0.321,0.261,0.188,0.204,0.271,0.234,0.097,0.228,0.258,0.125,0.152,0.036,0.149,0.252,0.213,0.204,0.267,0.237,0.155,0.185,0.182,0.252,1.515,28.182,52.121,73.03,96.97,0.606,20.909,40.909,72.121,100.0,0.303,27.273,58.788,77.273,99.394,1.818,25.758,50.0,75.455,99.091,0.606,26.667,51.212,73.939,100.0,0.303,15.455,44.242,69.091,97.273,0.303,29.394,52.727,77.273,100.0,1.818,16.97,42.727,76.061,98.788,0.909,24.242,48.788,69.091,97.273,5.152,26.364,54.242,72.727,99.394,0.303,23.333,48.788,74.545,99.091,11.818,26.97,51.212,74.848,100.0,0.303,22.727,49.697,76.061,99.091,0.909,25.152,48.788,70.303,97.273,0.606,26.667,49.394,73.939,100.0,0.909,27.576,50.303,70.909,97.273,0.606,20.606,41.818,75.455,100.0,0.303,27.273,58.788,77.273,99.394,0.606,26.667,51.212,73.939,100.0,0.909,26.061,50.303,71.818,97.273,0.303,22.727,49.091,75.758,99.091,Positive_8,1
0.321,0.436,0.243,0.539,0.212,0.249,0.4,0.348,0.252,0.082,0.839,0.078,0.434,0.335,0.231,0.384,0.373,0.243,0.212,0.379,0.409,0.282,0.186,0.195,0.167,0.245,0.113,0.232,0.218,0.192,0.126,0.019,0.126,0.324,0.159,0.132,0.297,0.209,0.172,0.134,0.146,0.345,0.382,23.901,50.287,76.099,97.514,0.574,26.577,49.713,74.187,100.0,0.191,22.371,48.566,73.805,99.426,1.147,23.709,51.625,74.187,100.0,0.574,30.402,49.331,78.203,99.618,0.191,22.562,48.375,75.526,99.809,0.191,32.314,53.537,79.924,99.618,0.382,20.268,44.551,70.937,100.0,0.765,21.989,47.801,75.143,99.809,0.956,28.298,47.61,68.26,98.47,0.191,23.518,48.948,74.57,100.0,3.25,41.491,53.155,78.394,99.618,0.191,22.562,49.14,73.04,100.0,0.382,24.474,48.757,75.143,99.809,0.574,33.27,50.096,79.541,99.618,0.382,25.239,52.008,76.482,99.809,0.574,24.283,48.948,71.319,100.0,0.191,22.371,48.566,73.805,99.426,0.574,30.402,49.331,78.203,99.618,0.382,24.665,50.287,76.673,99.809,0.191,22.371,49.522,73.04,100.0,Positive_165,1
0.269,0.458,0.274,0.378,0.368,0.254,0.458,0.308,0.234,0.114,0.731,0.154,0.358,0.259,0.383,0.333,0.393,0.274,0.368,0.328,0.303,0.23,0.145,0.24,0.21,0.26,0.17,0.26,0.245,0.14,0.14,0.07,0.19,0.215,0.19,0.19,0.31,0.165,0.22,0.24,0.14,0.255,0.995,23.383,52.239,71.144,100.0,1.493,15.423,44.279,76.617,99.502,0.498,33.333,56.219,76.119,97.015,0.995,14.428,39.303,66.667,99.005,8.458,36.318,56.716,84.577,99.502,0.498,22.388,46.766,71.144,100.0,0.498,26.368,56.716,80.1,99.502,2.488,21.891,39.303,64.677,91.045,1.99,23.881,51.244,71.144,100.0,18.905,36.318,61.194,89.055,97.015,0.498,19.403,43.781,66.667,100.0,8.458,37.811,68.159,88.06,99.502,0.498,15.423,41.294,66.667,92.537,0.995,17.413,42.289,70.149,100.0,8.458,37.313,57.214,84.577,99.502,0.995,19.9,51.741,74.129,100.0,1.493,16.418,43.781,70.647,99.502,0.498,33.333,56.219,76.119,97.015,8.458,36.318,56.716,84.577,99.502,0.995,22.388,47.264,70.149,100.0,0.498,12.935,38.806,64.677,92.537,Positive_945,1
0.348,0.447,0.204,0.371,0.339,0.29,0.409,0.245,0.346,0.109,0.763,0.128,0.282,0.356,0.361,0.445,0.351,0.204,0.339,0.393,0.268,0.316,0.133,0.19,0.267,0.211,0.172,0.215,0.28,0.162,0.16,0.03,0.192,0.193,0.215,0.247,0.299,0.178,0.145,0.248,0.19,0.21,0.264,24.406,44.063,68.206,99.604,0.396,23.351,51.319,77.309,100.0,0.132,30.871,56.596,77.968,99.868,0.528,27.309,56.069,77.309,99.472,0.396,23.351,49.604,74.406,99.736,0.132,22.559,42.48,71.24,100.0,0.132,22.823,51.055,74.67,99.868,0.528,32.982,58.971,80.211,99.604,0.264,23.747,44.459,66.755,100.0,3.826,23.615,55.013,74.67,99.208,0.132,24.274,48.945,75.198,100.0,0.396,28.892,50.528,70.053,99.736,0.132,34.565,61.214,79.947,99.868,0.264,21.9,42.48,70.185,100.0,0.396,23.483,48.945,73.351,99.736,0.264,25.066,44.855,70.185,100.0,0.396,23.087,52.243,77.441,99.736,0.132,30.871,56.596,77.968,99.868,0.396,23.351,49.604,74.406,99.736,0.264,22.427,42.48,69.393,100.0,0.132,34.565,62.005,80.343,99.868,Negative_100,0
0.365,0.444,0.191,0.371,0.313,0.316,0.493,0.205,0.302,0.13,0.782,0.088,0.245,0.43,0.325,0.463,0.346,0.191,0.313,0.447,0.24,0.277,0.125,0.176,0.252,0.214,0.158,0.195,0.258,0.128,0.201,0.028,0.123,0.153,0.18,0.242,0.253,0.161,0.139,0.236,0.174,0.163,0.316,21.485,50.553,80.885,99.684,0.474,26.382,47.235,69.668,99.21,0.158,22.591,56.556,78.831,100.0,0.79,28.91,52.449,75.829,99.842,0.474,21.327,46.761,72.512,100.0,0.158,28.278,49.131,78.041,99.684,0.158,24.013,52.449,74.25,100.0,0.316,29.542,52.291,73.144,99.842,1.58,21.485,44.708,78.041,99.368,1.106,22.275,49.763,76.935,100.0,0.158,29.226,50.553,75.829,99.842,0.474,10.269,23.697,66.825,97.788,0.158,25.434,49.605,71.406,99.842,0.316,29.068,50.395,77.883,99.684,0.474,21.959,47.235,73.776,100.0,0.316,27.488,50.079,77.409,99.684,0.474,25.276,47.235,71.09,99.21,0.158,22.591,56.556,78.831,100.0,0.474,21.327,46.761,72.512,100.0,0.316,29.226,50.711,78.199,99.684,0.158,25.434,48.341,71.406,99.842,Negative_740,0
0.281,0.441,0.278,0.392,0.352,0.256,0.472,0.28,0.248,0.129,0.722,0.149,0.34,0.276,0.384,0.347,0.375,0.278,0.352,0.345,0.303,0.26,0.143,0.245,0.299,0.193,0.168,0.255,0.213,0.136,0.193,0.032,0.22,0.181,0.289,0.205,0.272,0.171,0.216,0.235,0.232,0.198,0.335,21.776,52.429,78.727,99.832,0.67,26.131,49.246,74.874,100.0,0.168,25.628,48.911,70.352,96.985,0.335,25.796,50.084,75.544,100.0,0.838,20.603,47.069,74.037,98.66,0.168,27.303,51.256,73.199,99.832,0.168,21.608,48.074,74.204,98.66,0.67,31.993,53.936,76.047,100.0,2.01,24.456,48.241,74.539,99.832,1.675,21.273,38.526,70.352,96.985,0.168,25.796,49.916,75.209,100.0,1.34,25.126,55.946,75.879,98.66,0.168,32.831,51.256,74.874,100.0,0.335,22.446,52.094,77.052,99.832,0.838,20.101,44.724,72.027,98.66,0.335,23.116,55.276,77.722,99.832,0.67,25.461,47.571,74.204,100.0,0.168,25.628,48.911,70.352,96.985,0.838,20.603,47.069,74.037,98.66,0.335,22.278,50.084,73.534,99.832,0.168,33.166,51.591,75.712,100.0,Positive_176,1
0.293,0.493,0.213,0.467,0.2,0.333,0.373,0.28,0.347,0.053,0.867,0.08,0.427,0.333,0.24,0.427,0.36,0.213,0.2,0.4,0.4,0.284,0.122,0.243,0.176,0.311,0.162,0.243,0.257,0.189,0.095,0.014,0.149,0.284,0.243,0.176,0.243,0.162,0.203,0.162,0.176,0.324,5.333,18.667,41.333,64.0,93.333,2.667,29.333,50.667,76.0,100.0,1.333,9.333,48.0,72.0,96.0,6.667,24.0,48.0,74.667,93.333,2.667,16.0,32.0,69.333,100.0,1.333,25.333,53.333,72.0,97.333,1.333,28.0,46.667,68.0,98.667,6.667,21.333,48.0,72.0,90.667,5.333,20.0,49.333,76.0,100.0,4.0,4.0,28.0,69.333,94.667,1.333,26.667,52.0,74.667,100.0,2.667,2.667,18.667,32.0,98.667,1.333,21.333,48.0,74.667,96.0,5.333,30.667,53.333,70.667,97.333,2.667,18.667,37.333,69.333,100.0,5.333,21.333,44.0,76.0,97.333,2.667,24.0,49.333,73.333,100.0,1.333,9.333,48.0,72.0,96.0,2.667,16.0,32.0,69.333,100.0,5.333,36.0,58.667,72.0,97.333,1.333,14.667,46.667,74.667,96.0,Negative_439,0
0.321,0.463,0.216,0.446,0.287,0.268,0.443,0.272,0.286,0.099,0.799,0.102,0.342,0.346,0.311,0.422,0.363,0.216,0.287,0.397,0.316,0.305,0.131,0.19,0.254,0.251,0.151,0.229,0.253,0.154,0.148,0.023,0.158,0.239,0.221,0.207,0.298,0.169,0.152,0.22,0.186,0.257,0.104,20.935,46.026,71.532,100.0,0.156,25.818,49.922,73.922,99.948,0.052,28.104,56.831,80.26,99.844,0.104,21.766,46.805,71.584,100.0,0.208,28.935,58.805,80.987,99.948,0.052,27.065,48.935,72.26,99.896,0.052,23.377,52.571,77.143,100.0,1.195,29.039,52.364,74.701,99.844,0.156,22.078,45.403,69.974,99.896,0.208,25.766,60.468,82.286,99.013,0.052,24.052,47.325,72.364,100.0,2.494,33.143,61.506,83.377,99.948,0.052,27.636,52.364,75.948,99.844,0.104,19.688,42.857,66.234,100.0,0.208,28.571,57.403,80.623,99.948,0.104,21.039,44.312,69.143,100.0,0.571,26.649,54.494,76.26,99.948,0.052,28.104,56.831,80.26,99.844,0.208,28.935,58.805,80.987,99.948,0.104,20.26,44.26,69.143,100.0,0.052,27.688,52.0,75.169,99.792,Negative_778,0
0.375,0.418,0.207,0.424,0.375,0.2,0.533,0.186,0.281,0.13,0.723,0.147,0.277,0.341,0.382,0.394,0.399,0.207,0.375,0.367,0.258,0.295,0.169,0.179,0.365,0.165,0.137,0.205,0.271,0.107,0.233,0.015,0.235,0.19,0.269,0.233,0.282,0.177,0.171,0.254,0.248,0.186,0.426,22.175,53.731,83.369,100.0,0.64,25.586,47.974,70.789,97.441,0.213,23.454,44.35,70.576,99.787,0.64,22.601,48.614,76.759,99.574,2.772,29.638,50.107,70.576,100.0,0.213,14.286,49.893,83.369,99.36,0.213,27.719,53.092,73.987,99.787,0.64,22.388,44.563,65.672,97.868,0.426,17.271,48.827,86.354,100.0,2.772,23.454,45.629,72.921,99.787,0.213,21.962,49.68,76.972,99.574,13.859,36.461,50.107,71.002,100.0,0.213,23.667,46.482,71.642,97.441,0.426,15.778,52.878,86.141,99.574,0.853,28.998,49.467,70.149,100.0,0.426,17.697,52.026,82.303,100.0,0.64,27.079,48.827,71.002,97.441,0.213,23.454,44.35,70.576,99.787,2.772,29.638,50.107,70.576,100.0,0.426,15.778,52.878,84.861,99.574,0.213,23.667,45.842,70.789,97.441,Positive_730,1
0.458,0.265,0.277,0.554,0.084,0.361,0.084,0.434,0.482,0.06,0.94,0.0,0.446,0.47,0.084,0.687,0.036,0.277,0.084,0.663,0.253,0.256,0.28,0.11,0.049,0.463,0.073,0.098,0.037,0.598,0.098,0.0,0.0,0.549,0.11,0.012,0.049,0.366,0.024,0.073,0.049,0.329,13.253,26.506,49.398,66.265,97.59,2.41,10.843,44.578,80.723,98.795,1.205,18.072,46.988,84.337,100.0,2.41,22.892,44.578,67.47,98.795,4.819,4.819,9.639,85.542,92.771,1.205,25.301,54.217,78.313,100.0,1.205,1.205,45.783,87.952,92.771,2.41,22.892,51.807,75.904,100.0,4.819,25.301,48.193,67.47,97.59,8.434,8.434,45.783,85.542,92.771,1.205,24.096,49.398,72.289,100.0,0.0,0.0,0.0,0.0,0.0,1.205,18.072,46.988,75.904,100.0,13.253,26.506,49.398,67.47,97.59,4.819,4.819,9.639,85.542,92.771,2.41,26.506,49.398,69.88,98.795,4.819,87.952,4.819,9.639,87.952,1.205,18.072,46.988,84.337,100.0,4.819,4.819,9.639,85.542,92.771,6.024,28.916,50.602,71.084,100.0,1.205,12.048,37.349,73.494,98.795,Negative_571,0
0.293,0.456,0.251,0.414,0.317,0.27,0.421,0.326,0.253,0.104,0.757,0.139,0.381,0.279,0.34,0.343,0.407,0.251,0.317,0.336,0.348,0.261,0.18,0.192,0.28,0.225,0.161,0.27,0.216,0.173,0.156,0.028,0.209,0.218,0.232,0.223,0.277,0.201,0.171,0.244,0.197,0.22,0.473,28.132,50.827,76.596,99.527,0.946,29.551,54.846,75.65,100.0,0.236,17.967,43.499,64.303,99.764,0.473,26.478,45.626,71.395,100.0,0.709,17.021,54.137,81.087,99.764,0.236,23.877,49.173,76.596,99.527,0.236,21.986,53.901,79.196,99.764,1.182,24.586,42.79,68.322,100.0,1.655,28.132,51.064,76.359,99.527,0.709,13.002,45.39,57.92,99.764,0.236,26.241,48.936,73.759,100.0,1.418,28.369,63.357,84.87,99.291,0.236,25.059,43.972,68.558,100.0,0.473,30.733,54.374,77.305,99.527,0.709,16.785,53.901,81.087,99.764,0.473,28.132,49.409,75.414,99.527,0.946,29.551,56.028,78.014,100.0,0.236,17.967,43.499,64.303,99.764,0.709,17.021,54.137,81.087,99.764,0.473,28.132,53.191,77.305,99.527,0.236,25.059,43.972,68.322,100.0,Positive_506,1
0.323,0.4,0.277,0.412,0.323,0.265,0.415,0.254,0.331,0.119,0.758,0.123,0.315,0.315,0.369,0.392,0.331,0.277,0.323,0.392,0.285,0.27,0.193,0.178,0.328,0.243,0.154,0.212,0.259,0.189,0.193,0.019,0.212,0.201,0.282,0.247,0.293,0.216,0.154,0.27,0.212,0.216,0.769,21.538,44.231,66.538,99.231,4.231,30.0,59.231,81.154,98.077,0.385,17.308,43.462,69.615,100.0,1.923,30.0,53.462,73.462,99.615,3.462,26.538,50.769,81.923,100.0,0.385,16.154,41.154,73.077,99.231,0.385,25.0,48.462,78.077,100.0,1.923,26.154,51.538,74.231,99.615,0.769,21.538,49.231,71.154,99.231,3.462,22.308,50.769,81.538,100.0,0.385,24.231,49.231,74.231,99.615,5.385,26.538,45.0,72.692,93.077,0.385,30.0,55.0,77.692,99.615,0.769,21.154,50.385,71.923,99.231,1.154,23.462,45.0,72.692,100.0,0.769,21.154,49.231,70.0,99.231,4.231,30.0,56.538,81.154,98.077,0.385,17.308,43.462,69.615,100.0,3.462,26.538,50.769,81.923,100.0,0.769,18.462,43.846,69.231,99.231,0.385,30.385,56.154,78.846,99.615,Positive_230,1
0.359,0.435,0.206,0.608,0.144,0.249,0.421,0.297,0.282,0.062,0.904,0.033,0.478,0.359,0.163,0.431,0.364,0.206,0.144,0.407,0.45,0.312,0.149,0.178,0.13,0.312,0.096,0.24,0.231,0.183,0.101,0.019,0.048,0.332,0.144,0.111,0.327,0.192,0.135,0.125,0.101,0.346,1.435,15.311,41.148,62.201,98.086,0.957,24.402,54.067,84.211,99.522,0.478,26.794,57.416,70.813,100.0,0.957,24.88,48.325,77.99,99.043,3.828,22.967,63.636,72.249,100.0,0.478,21.053,45.933,71.292,98.086,0.478,23.923,46.89,75.598,100.0,0.957,29.665,54.545,77.512,99.043,1.435,20.096,47.847,69.856,98.086,5.742,22.967,41.627,66.507,100.0,0.478,24.402,48.804,75.598,99.043,20.096,20.096,61.244,74.163,99.522,0.478,29.665,53.11,81.818,99.043,1.435,14.833,39.713,62.201,98.086,3.828,25.359,64.115,74.163,100.0,1.435,16.746,43.541,64.593,99.043,0.957,27.273,54.067,86.124,99.522,0.478,26.794,57.416,70.813,100.0,3.828,22.967,63.636,72.249,100.0,1.435,18.66,42.105,66.986,98.086,0.478,29.187,52.632,82.297,99.043,Negative_1250,0
0.273,0.441,0.286,0.375,0.37,0.255,0.449,0.262,0.289,0.155,0.719,0.126,0.304,0.286,0.409,0.412,0.302,0.286,0.37,0.349,0.281,0.221,0.163,0.211,0.232,0.211,0.192,0.232,0.263,0.153,0.195,0.045,0.166,0.161,0.226,0.234,0.274,0.211,0.163,0.253,0.171,0.195,0.787,27.822,60.105,79.79,99.738,1.05,25.722,46.194,71.391,98.95,0.262,21.26,49.081,70.079,100.0,1.05,24.409,45.932,70.866,98.95,0.525,22.835,45.669,70.079,100.0,0.262,34.383,57.743,81.365,99.738,0.262,22.047,45.407,69.029,100.0,0.787,26.509,49.606,72.441,98.95,4.199,28.609,59.055,81.89,99.738,0.525,11.811,33.333,70.079,100.0,0.262,26.509,49.869,73.753,99.738,1.575,33.071,60.892,78.478,93.438,0.262,25.722,47.244,70.604,98.95,0.787,24.672,58.005,80.052,99.738,0.525,23.36,47.769,73.228,100.0,0.787,28.084,56.168,79.003,99.738,1.05,22.047,44.619,69.029,98.425,0.262,21.26,49.081,70.079,100.0,0.525,22.835,45.669,70.079,100.0,0.787,28.084,56.168,79.528,99.738,0.262,22.572,45.144,70.604,98.95,Negative_767,0
0.306,0.424,0.27,0.437,0.301,0.262,0.408,0.296,0.296,0.118,0.788,0.094,0.369,0.309,0.322,0.38,0.351,0.27,0.301,0.372,0.327,0.244,0.16,0.231,0.239,0.236,0.134,0.215,0.234,0.171,0.181,0.029,0.123,0.207,0.223,0.176,0.207,0.202,0.189,0.181,0.192,0.223,0.524,23.298,62.304,80.105,99.215,1.832,23.56,47.382,73.298,100.0,0.262,25.654,44.241,67.539,98.429,0.524,20.157,43.717,63.351,100.0,0.785,28.272,51.571,80.628,99.738,0.262,32.723,60.209,77.487,98.691,0.262,26.44,44.764,76.702,99.738,1.047,21.466,43.194,59.162,100.0,0.524,31.937,66.754,82.199,99.215,2.356,28.272,42.408,69.11,98.429,0.262,23.298,50.524,74.084,100.0,0.785,27.225,43.455,80.366,99.738,0.262,21.466,42.147,58.901,100.0,0.524,24.607,65.183,80.105,98.691,0.785,28.272,51.047,80.628,99.738,0.524,24.607,63.874,79.843,99.215,1.832,22.775,42.932,68.848,100.0,0.262,25.654,44.241,67.539,98.429,0.785,28.272,51.571,80.628,99.738,0.524,25.654,63.351,77.749,98.691,0.262,20.681,41.623,57.33,100.0,Positive_1066,1
0.353,0.424,0.223,0.512,0.232,0.256,0.418,0.279,0.302,0.087,0.815,0.098,0.368,0.36,0.273,0.44,0.337,0.223,0.232,0.424,0.344,0.3,0.153,0.198,0.233,0.274,0.114,0.227,0.233,0.155,0.144,0.017,0.157,0.248,0.206,0.191,0.281,0.18,0.171,0.187,0.161,0.285,0.178,27.297,50.045,73.238,100.0,0.357,23.729,49.688,76.36,99.732,0.089,23.64,50.58,75.201,99.911,0.268,23.372,46.744,71.632,99.822,0.178,23.194,47.012,75.558,100.0,0.089,32.025,58.608,77.877,99.911,0.089,25.513,49.688,76.985,99.465,0.624,23.55,51.026,72.525,99.911,0.178,25.335,49.242,73.238,100.0,0.981,23.194,43.711,63.247,98.662,0.089,25.335,50.401,74.576,99.911,0.178,20.517,53.345,77.52,100.0,0.089,22.123,46.744,74.487,99.911,0.268,29.349,50.134,73.149,99.286,0.178,23.907,52.364,75.914,100.0,0.178,28.368,50.669,73.506,100.0,0.357,22.123,46.833,76.182,99.732,0.089,23.64,50.58,75.201,99.911,0.178,23.194,47.012,75.558,100.0,0.268,29.081,51.383,74.13,99.911,0.089,21.677,46.744,74.487,99.822,Negative_1023,0
0.308,0.458,0.234,0.424,0.271,0.305,0.427,0.268,0.305,0.082,0.831,0.088,0.353,0.333,0.314,0.384,0.381,0.234,0.271,0.418,0.311,0.283,0.133,0.187,0.204,0.246,0.176,0.224,0.224,0.144,0.122,0.014,0.144,0.212,0.244,0.204,0.266,0.156,0.164,0.221,0.159,0.252,1.412,22.034,44.915,73.446,100.0,0.565,24.859,52.542,74.859,99.153,0.282,26.554,52.26,75.706,99.718,1.695,24.859,52.825,82.486,100.0,0.847,25.706,52.26,75.706,99.153,0.282,22.316,43.503,65.819,99.718,0.282,24.859,48.87,74.011,100.0,3.107,32.768,61.582,81.073,98.87,0.565,19.209,38.701,65.254,97.175,0.847,24.011,60.452,79.944,98.023,0.282,24.576,48.305,73.446,100.0,5.367,21.186,49.435,71.751,99.153,0.282,25.141,54.52,79.096,98.305,0.565,20.339,45.198,71.186,100.0,0.847,25.989,46.61,73.729,99.718,0.565,20.339,45.198,73.164,100.0,1.695,25.706,52.542,76.836,99.153,0.282,26.554,52.26,75.706,99.718,0.847,25.706,52.26,75.706,99.153,0.565,22.316,44.35,68.362,100.0,0.282,25.141,56.78,80.508,98.305,Positive_581,1
